Age,Generation,Gender,Income_kUSD,Occupation,Drinks_Per_Week,Social_Setting,Taste_Preference,Alcohol_Tolerance,Price_Sensitivity,Preferred_Drink,Support_Local_Store,Purchase_Frequency,Monthly_Spend_USD,Purchase_Channel,Drinking_Occasion,Brand_Loyalty,Access_Problems,Health_Score
32.0,Millennial,Male,38.81,Retired,3.0,Social Event,Sour,0.71,Medium,Cocktails,No,Weekly,758.59,Offline,Celebration,Medium,No Problems,3.3
61.0,Baby Boomer,Male,46.12,Student,0.0,Social Event,Sour,2.31,Medium,Beer,No,Rarely,179.07,Offline,Celebration,Medium,Limited Variety,4.8
39.0,Millennial,Other,36.73,Retired,1.0,Restaurant,Sweet,2.5,High,Wine,No,Monthly,114.34,Offline,Social,Low,Location,5.0
32.0,Millennial,Female,44.1,Student,3.0,Home,Sour,0.83,High,Cocktails,Maybe,Weekly,579.9,Online,Stress Relief,Low,No Problems,3.6
29.0,Millennial,Female,76.92,Entrepreneur,3.0,Bar,Sweet,0.61,High,Cocktails,No,Weekly,547.53,Offline,Celebration,Low,Location,3.6
27.0,Millennial,Female,28.44,Entrepreneur,1.0,Social Event,Bitter,1.16,Medium,Cider,No,Monthly,48.63,Online,Celebration,Medium,Expensive,4.1
48.0,Gen X,Female,36.23,Student,2.0,Home,Salty,1.42,High,Cocktails,No,Monthly,342.56,Both,Stress Relief,Low,Limited Variety,3.9
34.0,Millennial,Female,24.91,Professional,3.0,Social Event,Sour,0.91,Low,Cocktails,No,Weekly,144.09,Online,Celebration,High,Location,3.5
51.0,Gen X,Male,20.58,Entrepreneur,1.0,Restaurant,Salty,1.1,Low,Beer,Maybe,Monthly,99.67,Online,Social,High,Expensive,4.5
39.0,Millennial,Female,46.26,Retired,0.0,Home,Sweet,0.9,Low,Other,Yes,Rarely,226.58,Online,Stress Relief,High,No Problems,5.0
36.0,Millennial,Male,37.65,Retired,2.0,Other,Sour,2.05,Low,Cocktails,Yes,Monthly,256.32,Offline,Daily Habit,High,Expensive,4.4
25.0,Millennial,Female,85.23,Other,3.0,Bar,Neutral,1.93,Medium,Spirits,No,Weekly,918.67,Online,Celebration,Medium,Expensive,3.0
55.0,Gen X,Female,44.34,Retired,2.0,Bar,Bitter,1.77,High,Other,No,Monthly,220.74,Online,Celebration,Low,No Problems,3.7
32.0,Millennial,Female,75.79,Other,3.0,Social Event,Bitter,1.27,Medium,Cider,No,Weekly,740.53,Offline,Celebration,Medium,Limited Variety,3.2
45.0,Gen X,Male,69.36,Student,0.0,Bar,Sour,2.32,Medium,Cider,Yes,Rarely,252.75,Offline,Celebration,Medium,Expensive,5.0
41.0,Gen X,Male,45.82,Student,2.0,Other,Bitter,2.44,Medium,Cocktails,Yes,Monthly,410.34,Both,Celebration,Medium,Limited Variety,5.0
56.0,Gen X,Male,92.2,Student,4.0,Home,Neutral,0.85,Medium,Beer,Yes,Weekly,1158.05,Both,Stress Relief,Medium,Location,2.8
43.0,Gen X,Male,55.37,Professional,4.0,Home,Salty,0.95,Medium,Other,Yes,Weekly,320.27,Offline,Stress Relief,Medium,Expensive,2.9
36.0,Millennial,Male,80.26,Professional,2.0,Restaurant,Neutral,1.55,High,Cider,No,Monthly,855.01,Online,Social,Low,No Problems,4.4
59.0,Baby Boomer,Female,77.93,Other,2.0,Home,Bitter,0.68,Medium,Cider,Yes,Monthly,368.96,Offline,Stress Relief,Medium,Limited Variety,3.6
65.0,Baby Boomer,Female,58.29,Retired,1.0,Social Event,Salty,1.37,Medium,Spirits,Maybe,Monthly,442.44,Online,Celebration,Medium,Limited Variety,4.9
62.0,Baby Boomer,Male,65.02,Retired,1.0,Other,Neutral,1.66,Medium,Cocktails,No,Monthly,395.91,Offline,Social,Medium,Limited Variety,4.5
59.0,Baby Boomer,Male,62.48,Student,0.0,Restaurant,Sweet,1.54,High,Other,Maybe,Rarely,649.88,Offline,Social,Low,Location,4.1
34.0,Millennial,Male,27.11,Entrepreneur,2.0,Social Event,Sweet,1.16,Low,Cider,Maybe,Monthly,150.06,Both,Celebration,High,Limited Variety,3.3
51.0,Gen X,Female,51.15,Professional,0.0,Social Event,Salty,1.58,Medium,Cider,No,Rarely,178.21,Online,Celebration,Medium,Expensive,4.8
25.0,Millennial,Female,71.48,Professional,1.0,Social Event,Salty,2.42,Medium,Cider,Maybe,Monthly,358.73,Offline,Celebration,Medium,Limited Variety,5.0
55.0,Gen X,Female,80.52,Student,3.0,Bar,Salty,0.91,Medium,Cider,No,Weekly,523.1,Both,Celebration,Medium,No Problems,3.1
43.0,Gen X,Female,35.59,Professional,0.0,Social Event,Sweet,1.81,High,Beer,No,Rarely,220.28,Offline,Celebration,Low,Expensive,4.7
49.0,Gen X,Other,60.58,Student,2.0,Bar,Neutral,0.59,Medium,Wine,No,Monthly,167.11,Online,Celebration,Medium,Location,4.1
63.0,Baby Boomer,Female,53.02,Other,1.0,Home,Salty,0.63,Medium,Spirits,Yes,Monthly,158.65,Both,Stress Relief,Medium,No Problems,3.7
31.0,Millennial,Male,47.64,Retired,2.0,Bar,Sweet,1.6,High,Beer,No,Monthly,172.88,Offline,Celebration,Low,Expensive,4.1
38.0,Millennial,Female,57.12,Entrepreneur,0.0,Social Event,Salty,0.71,Medium,Spirits,No,Rarely,381.14,Offline,Celebration,Medium,Expensive,4.2
32.0,Millennial,Male,54.36,Retired,2.0,Other,Salty,0.54,Medium,Cider,Yes,Monthly,791.38,Online,Social,Medium,Limited Variety,4.3
29.0,Millennial,Female,60.83,Retired,1.0,Other,Salty,0.84,Medium,Spirits,Maybe,Monthly,292.57,Online,Celebration,Medium,Limited Variety,4.1
30.0,Millennial,Male,78.83,Other,3.0,Home,Sweet,1.63,Low,Cocktails,No,Weekly,547.7,Online,Stress Relief,High,Expensive,3.0
64.0,Baby Boomer,Female,65.68,Professional,3.0,Social Event,Neutral,1.91,Medium,Cocktails,Maybe,Weekly,514.23,Online,Celebration,Medium,Limited Variety,3.6
37.0,Millennial,Female,56.21,Entrepreneur,2.0,Bar,Sweet,0.9,Low,Wine,Yes,Monthly,621.96,Online,Celebration,High,Location,4.4
58.0,Baby Boomer,Female,87.29,Professional,2.0,Other,Sweet,1.84,High,Wine,No,Monthly,339.82,Both,Daily Habit,Low,Limited Variety,4.2
27.0,Millennial,Female,72.2,Retired,2.0,Restaurant,Salty,0.86,Medium,Spirits,Yes,Monthly,503.44,Online,Social,Medium,Expensive,4.1
33.0,Millennial,Male,48.15,Student,0.0,Social Event,Sour,1.73,Low,Beer,Yes,Rarely,325.31,Online,Celebration,High,Limited Variety,5.0
60.0,Baby Boomer,Male,25.66,Retired,2.0,Social Event,Sour,1.32,Medium,Beer,Yes,Monthly,204.04,Offline,Celebration,Medium,Location,4.2
62.0,Baby Boomer,Male,30.24,Professional,2.0,Restaurant,Sour,1.81,Medium,Cider,Yes,Monthly,205.78,Offline,Social,Medium,No Problems,4.2
29.0,Millennial,Male,68.66,Retired,1.0,Other,Sweet,2.49,Low,Beer,Yes,Monthly,573.95,Online,Social,High,No Problems,4.3
47.0,Gen X,Female,37.39,Student,3.0,Restaurant,Salty,2.38,Low,Wine,Yes,Weekly,73.16,Offline,Social,High,Location,3.8
22.0,Gen Z,Male,29.84,Other,1.0,Home,Sour,0.51,Medium,Beer,No,Monthly,212.22,Online,Stress Relief,Medium,Limited Variety,4.1
25.0,Millennial,Other,34.84,Professional,1.0,Bar,Bitter,2.27,Medium,Cider,Yes,Monthly,127.3,Online,Celebration,Medium,Limited Variety,5.0
49.0,Gen X,Female,36.25,Retired,2.0,Bar,Bitter,0.63,Medium,Cocktails,Yes,Monthly,89.83,Online,Celebration,Medium,Expensive,4.4
57.0,Baby Boomer,Female,67.01,Professional,1.0,Other,Bitter,2.41,Medium,Beer,No,Monthly,438.47,Both,Daily Habit,Medium,Expensive,5.0
58.0,Baby Boomer,Male,46.87,Other,1.0,Restaurant,Neutral,1.06,Medium,Beer,Maybe,Monthly,472.04,Online,Social,Medium,Location,4.8
39.0,Millennial,Female,22.55,Retired,0.0,Social Event,Salty,1.26,Medium,Wine,No,Rarely,87.34,Online,Celebration,Medium,Expensive,5.0
28.0,Millennial,Female,50.62,Retired,3.0,Social Event,Sweet,0.68,Medium,Spirits,Yes,Weekly,616.24,Online,Celebration,Medium,Expensive,1.0
65.0,Baby Boomer,Female,54.45,Professional,2.0,Social Event,Sweet,0.72,Medium,Cocktails,Yes,Monthly,754.66,Both,Celebration,Medium,No Problems,4.5
21.0,Gen Z,Female,40.41,Professional,2.0,Home,Salty,1.95,Medium,Spirits,Yes,Monthly,482.69,Online,Stress Relief,Medium,Expensive,4.6
42.0,Gen X,Female,73.12,Student,4.0,Home,Neutral,2.39,High,Cider,Yes,Weekly,1532.92,Offline,Stress Relief,Low,Expensive,3.8
37.0,Millennial,Male,41.58,Other,1.0,Social Event,Salty,1.72,Medium,Cider,Yes,Monthly,305.37,Online,Celebration,Medium,Expensive,4.6
27.0,Millennial,Female,72.17,Student,3.0,Other,Neutral,1.93,High,Spirits,Yes,Weekly,566.56,Online,Daily Habit,Low,Limited Variety,3.3
45.0,Gen X,Male,61.94,Retired,2.0,Home,Sour,2.02,Medium,Wine,Yes,Monthly,172.09,Offline,Stress Relief,Medium,Location,5.0
65.0,Baby Boomer,Male,68.53,Professional,2.0,Home,Sour,1.03,Low,Other,Yes,Monthly,375.06,Offline,Stress Relief,High,Limited Variety,3.5
24.0,Gen Z,Male,28.03,Retired,1.0,Bar,Neutral,0.59,Medium,Wine,Maybe,Monthly,93.18,Online,Celebration,Medium,Limited Variety,4.5
56.0,Gen X,Male,51.97,Retired,3.0,Bar,Salty,0.5,Medium,Other,Yes,Weekly,1163.27,Offline,Celebration,Medium,Location,2.6
26.0,Millennial,Male,48.94,Entrepreneur,1.0,Other,Sour,1.2,Medium,Other,Maybe,Monthly,227.13,Online,Celebration,Medium,No Problems,4.1
51.0,Gen X,Male,21.56,Entrepreneur,2.0,Home,Salty,0.98,Medium,Wine,Maybe,Monthly,141.92,Offline,Stress Relief,Medium,No Problems,4.0
39.0,Millennial,Other,72.1,Retired,1.0,Home,Sour,0.62,High,Other,No,Monthly,481.37,Online,Stress Relief,Low,No Problems,4.5
64.0,Baby Boomer,Female,33.65,Professional,3.0,Restaurant,Salty,0.86,Medium,Other,Yes,Weekly,260.0,Offline,Social,Medium,Limited Variety,3.0
59.0,Baby Boomer,Other,37.81,Retired,3.0,Other,Salty,0.75,Medium,Other,No,Weekly,667.11,Both,Celebration,Medium,Expensive,2.9
47.0,Gen X,Male,29.73,Entrepreneur,1.0,Other,Bitter,2.33,Low,Cocktails,No,Monthly,110.35,Both,Daily Habit,High,Expensive,4.0
30.0,Millennial,Male,64.02,Professional,2.0,Restaurant,Neutral,0.78,High,Cider,Yes,Monthly,436.74,Both,Social,Low,Expensive,3.9
46.0,Gen X,Female,19.48,Retired,0.0,Restaurant,Sweet,1.58,High,Other,No,Rarely,55.76,Offline,Social,Low,Location,5.0
39.0,Millennial,Male,62.36,Other,2.0,Bar,Neutral,1.69,Medium,Cider,No,Monthly,199.49,Both,Celebration,Medium,No Problems,4.5
59.0,Baby Boomer,Male,70.89,Other,2.0,Other,Salty,1.59,Medium,Cider,Yes,Monthly,323.14,Offline,Social,Medium,Limited Variety,4.1
23.0,Gen Z,Female,60.74,Retired,0.0,Other,Salty,0.7,Medium,Cocktails,Yes,Rarely,247.38,Offline,Social,Medium,Expensive,5.0
65.0,Baby Boomer,Male,64.25,Professional,3.0,Restaurant,Neutral,1.14,Low,Cider,No,Weekly,391.89,Offline,Social,High,Location,4.0
33.0,Millennial,Female,65.19,Retired,4.0,Social Event,Salty,0.6,Medium,Spirits,No,Weekly,425.79,Online,Celebration,Medium,No Problems,3.3
48.0,Gen X,Female,31.01,Retired,0.0,Social Event,Sour,1.29,Low,Beer,Yes,Rarely,63.69,Both,Celebration,High,Location,4.8
40.0,Millennial,Male,78.69,Entrepreneur,3.0,Bar,Salty,0.88,Medium,Cocktails,Yes,Weekly,570.67,Online,Celebration,Medium,No Problems,3.1
48.0,Gen X,Male,40.8,Other,1.0,Social Event,Neutral,1.62,Medium,Beer,Maybe,Monthly,97.43,Offline,Celebration,Medium,No Problems,4.4
28.0,Millennial,Female,48.67,Entrepreneur,2.0,Social Event,Neutral,1.89,Medium,Spirits,Maybe,Monthly,440.51,Both,Celebration,Medium,No Problems,4.5
61.0,Baby Boomer,Male,43.35,Entrepreneur,3.0,Social Event,Neutral,1.56,Medium,Wine,No,Weekly,341.51,Online,Celebration,Medium,Location,3.4
59.0,Baby Boomer,Male,59.83,Retired,2.0,Home,Bitter,1.37,High,Wine,Yes,Monthly,178.68,Offline,Stress Relief,Low,Location,3.4
21.0,Gen Z,Other,39.24,Entrepreneur,0.0,Bar,Bitter,1.27,Low,Other,No,Rarely,139.48,Both,Celebration,High,Limited Variety,4.1
23.0,Gen Z,Male,51.34,Other,0.0,Restaurant,Bitter,2.18,Medium,Wine,No,Rarely,146.24,Offline,Social,Medium,Expensive,4.9
33.0,Millennial,Female,25.29,Entrepreneur,1.0,Social Event,Bitter,0.94,Low,Cocktails,Yes,Monthly,1350.1465090478935,Offline,Celebration,High,Location,4.0
48.0,Gen X,Other,73.29,Other,4.0,Home,Bitter,1.97,Low,Wine,Yes,Weekly,1322.79,Online,Stress Relief,High,Expensive,2.8
45.0,Gen X,Male,63.41,Entrepreneur,1.0,Social Event,Bitter,2.01,Low,Cocktails,No,Monthly,125.82,Offline,Celebration,High,No Problems,5.0
53.0,Gen X,Male,44.15,Other,0.0,Home,Bitter,1.34,Medium,Cocktails,No,Rarely,194.02,Both,Stress Relief,Medium,Expensive,5.0
58.0,Baby Boomer,Male,40.62,Entrepreneur,2.0,Bar,Neutral,1.09,Medium,Beer,Maybe,Monthly,232.07,Offline,Celebration,Medium,No Problems,3.6
26.0,Millennial,Male,62.89,Entrepreneur,0.0,Social Event,Sweet,1.44,High,Wine,No,Rarely,365.0,Offline,Celebration,Low,Expensive,5.0
64.0,Baby Boomer,Male,35.85,Professional,3.0,Home,Bitter,0.69,Medium,Cider,Yes,Weekly,301.51,Online,Stress Relief,Medium,Limited Variety,4.5
65.0,Baby Boomer,Female,52.51,Other,3.0,Other,Neutral,0.59,Low,Wine,Yes,Weekly,272.56,Online,Celebration,High,No Problems,3.4
52.0,Gen X,Male,73.23,Other,2.0,Other,Sweet,0.72,Medium,Wine,Maybe,Monthly,386.42,Both,Daily Habit,Medium,Limited Variety,2.8
65.0,Baby Boomer,Female,33.77,Other,4.0,Home,Bitter,0.87,Low,Wine,Yes,Weekly,209.43,Offline,Stress Relief,High,Limited Variety,3.3
41.0,Gen X,Other,57.37,Student,0.0,Social Event,Sweet,1.51,Medium,Other,Yes,Rarely,407.64,Offline,Celebration,Medium,Expensive,5.0
36.0,Millennial,Female,56.31,Entrepreneur,4.0,Social Event,Sweet,2.2,Low,Cider,Yes,Weekly,525.51,Online,Celebration,High,Location,3.0
41.0,Gen X,Female,48.05,Other,1.0,Bar,Sour,0.97,Medium,Cider,Yes,Monthly,629.98,Offline,Celebration,Medium,Expensive,4.4
31.0,Millennial,Male,39.92,Student,2.0,Bar,Salty,2.37,Medium,Cocktails,Yes,Monthly,239.7,Both,Celebration,Medium,Limited Variety,3.6
57.0,Baby Boomer,Female,74.3,Professional,1.0,Restaurant,Sour,2.41,High,Cider,Yes,Monthly,264.21,Offline,Social,Low,Limited Variety,5.0
56.0,Gen X,Female,38.05,Other,1.0,Bar,Sweet,2.42,Medium,Cocktails,Yes,Monthly,90.46,Online,Celebration,Medium,Location,3.6
55.0,Gen X,Male,13.76,Other,4.0,Social Event,Neutral,2.18,High,Beer,Yes,Weekly,51.58,Offline,Celebration,Low,Location,2.8
39.0,Millennial,Male,62.81,Student,0.0,Restaurant,Bitter,1.23,Low,Cocktails,No,Rarely,118.02,Both,Social,High,Location,4.8
40.0,Millennial,Female,25.97,Entrepreneur,0.0,Bar,Salty,0.65,High,Wine,No,Rarely,123.14,Online,Celebration,Low,Expensive,5.0
38.0,Millennial,Male,63.84,Professional,3.0,Home,Bitter,1.64,Medium,Spirits,No,Weekly,622.41,Both,Stress Relief,Medium,No Problems,4.1
61.0,Baby Boomer,Male,76.7,Other,1.0,Other,Neutral,1.62,Low,Spirits,No,Monthly,176.29,Offline,Social,High,Limited Variety,4.4
34.0,Millennial,Male,62.59,Entrepreneur,2.0,Bar,Salty,2.2,Medium,Other,Maybe,Monthly,606.06,Both,Celebration,Medium,Limited Variety,4.1
35.0,Millennial,Male,71.43,Professional,1.0,Bar,Sour,2.49,Low,Wine,Yes,Monthly,284.3,Offline,Celebration,High,Limited Variety,1.0
51.0,Gen X,Female,90.4,Retired,2.0,Home,Sweet,1.52,Medium,Cocktails,Maybe,Monthly,602.14,Online,Stress Relief,Medium,No Problems,4.5
21.0,Gen Z,Female,69.34,Retired,3.0,Social Event,Neutral,1.19,Low,Wine,Maybe,Weekly,1173.78,Online,Celebration,High,Limited Variety,4.0
23.0,Gen Z,Female,56.61,Professional,3.0,Home,Sweet,0.87,Medium,Other,No,Weekly,670.12,Online,Stress Relief,Medium,Limited Variety,3.2
36.0,Millennial,Male,82.68,Student,1.0,Bar,Sweet,0.51,High,Cider,Maybe,Monthly,366.34,Both,Celebration,Low,Location,4.7
43.0,Gen X,Male,85.1,Professional,1.0,Social Event,Bitter,1.52,Low,Cocktails,Yes,Monthly,276.19,Both,Celebration,High,Location,4.7
31.0,Millennial,Female,85.38,Professional,1.0,Restaurant,Neutral,1.61,Medium,Wine,Yes,Monthly,147.53,Offline,Social,Medium,Expensive,4.4
32.0,Millennial,Male,40.16,Student,2.0,Bar,Sweet,2.15,Medium,Cider,Yes,Monthly,173.49,Online,Celebration,Medium,Limited Variety,4.2
30.0,Millennial,Male,22.92,Student,2.0,Home,Sour,1.51,High,Other,No,Monthly,127.65,Online,Stress Relief,Low,Location,4.0
52.0,Gen X,Female,38.94,Entrepreneur,4.0,Restaurant,Salty,2.33,Medium,Cider,Maybe,Weekly,219.48,Both,Social,Medium,No Problems,3.1
36.0,Millennial,Male,64.07,Entrepreneur,4.0,Other,Neutral,1.76,Medium,Cocktails,Yes,Weekly,554.02,Online,Social,Medium,Location,2.3
28.0,Millennial,Female,53.18,Student,4.0,Restaurant,Bitter,2.18,Medium,Other,No,Weekly,510.28,Online,Social,Medium,Limited Variety,2.5
58.0,Baby Boomer,Male,45.87,Retired,2.0,Home,Neutral,0.8,Low,Other,No,Monthly,253.72,Offline,Stress Relief,High,Limited Variety,4.4
32.0,Millennial,Male,61.21,Retired,2.0,Restaurant,Bitter,2.21,Low,Other,Yes,Monthly,273.73,Online,Social,High,No Problems,3.4
44.0,Gen X,Male,20.58,Professional,0.0,Home,Salty,1.85,Medium,Beer,Yes,Rarely,92.9,Offline,Stress Relief,Medium,No Problems,5.0
48.0,Gen X,Other,52.82,Other,2.0,Bar,Sour,0.84,Low,Other,Yes,Monthly,407.77,Offline,Celebration,High,Limited Variety,4.0
28.0,Millennial,Female,72.37,Professional,1.0,Social Event,Sweet,0.88,Medium,Beer,Yes,Monthly,212.61,Online,Celebration,Medium,Expensive,5.0
48.0,Gen X,Female,60.99,Professional,2.0,Other,Neutral,2.35,Medium,Cider,Yes,Monthly,764.35,Both,Celebration,Medium,Location,4.3
56.0,Gen X,Female,63.84,Other,2.0,Social Event,Bitter,0.56,Medium,Beer,Yes,Monthly,2953.1601313251895,Online,Celebration,Medium,Limited Variety,3.8
46.0,Gen X,Male,81.95,Student,1.0,Social Event,Salty,1.43,Low,Cider,Yes,Monthly,419.21,Online,Celebration,High,Limited Variety,4.4
28.0,Millennial,Female,48.68,Retired,5.0,Social Event,Sweet,1.13,High,Beer,Yes,Weekly,782.29,Online,Celebration,Low,Expensive,1.5
48.0,Gen X,Male,36.94,Professional,1.0,Home,Salty,1.83,High,Cider,No,Monthly,210.35,Both,Stress Relief,Low,Expensive,4.4
48.0,Gen X,Female,73.79,Other,3.0,Home,Sour,2.18,Low,Cider,Yes,Weekly,898.42,Offline,Stress Relief,High,Limited Variety,2.9
57.0,Baby Boomer,Male,73.42,Entrepreneur,2.0,Other,Sweet,1.22,Medium,Other,Maybe,Monthly,524.58,Offline,Daily Habit,Medium,Location,3.9
61.0,Baby Boomer,Female,61.17,Professional,3.0,Home,Sweet,1.35,Medium,Other,Yes,Weekly,340.46,Online,Stress Relief,Medium,Limited Variety,3.2
56.0,Gen X,Male,46.79,Retired,4.0,Home,Sweet,2.46,Low,Cider,No,Weekly,517.63,Online,Stress Relief,High,Limited Variety,2.6
47.0,Gen X,Male,50.03,Student,1.0,Home,Bitter,2.07,Medium,Other,Yes,Monthly,143.11,Offline,Stress Relief,Medium,Expensive,5.0
37.0,Millennial,Female,24.46,Professional,0.0,Home,Sweet,2.29,Low,Cider,Maybe,Rarely,107.14,Both,Stress Relief,High,Limited Variety,4.4
29.0,Millennial,Male,72.26,Professional,4.0,Bar,Salty,1.38,High,Other,No,Weekly,656.23,Both,Celebration,Low,Expensive,2.5
53.0,Gen X,Male,71.55,Other,3.0,Other,Bitter,0.97,High,Spirits,No,Weekly,487.45,Online,Social,Low,Limited Variety,3.2
40.0,Millennial,Male,23.77,Entrepreneur,1.0,Home,Sweet,1.32,Medium,Beer,No,Monthly,112.96,Offline,Stress Relief,Medium,Location,4.3
33.0,Millennial,Male,67.35,Entrepreneur,2.0,Other,Salty,1.93,Medium,Cider,Yes,Monthly,162.69,Both,Celebration,Medium,Expensive,3.6
48.0,Gen X,Female,58.08,Student,4.0,Restaurant,Salty,0.72,High,Wine,Yes,Weekly,407.61,Offline,Social,Low,Expensive,2.8
49.0,Gen X,Female,29.56,Retired,3.0,Bar,Neutral,1.04,High,Other,No,Weekly,234.09,Both,Celebration,Low,Expensive,3.7
33.0,Millennial,Female,25.88,Student,1.0,Home,Salty,0.59,High,Other,No,Monthly,142.06,Online,Stress Relief,Low,Limited Variety,4.8
55.0,Gen X,Female,57.47,Professional,0.0,Bar,Sour,1.36,Low,Cocktails,No,Rarely,142.63,Both,Celebration,High,No Problems,5.0
26.0,Millennial,Male,42.05,Professional,4.0,Bar,Sweet,2.15,Low,Wine,Maybe,Weekly,731.11,Both,Celebration,High,Expensive,2.0
38.0,Millennial,Female,86.4,Entrepreneur,1.0,Restaurant,Sweet,0.55,Medium,Wine,Yes,Monthly,283.94,Both,Social,Medium,No Problems,4.7
25.0,Millennial,Male,69.05,Retired,1.0,Other,Sweet,1.85,Medium,Spirits,No,Monthly,568.16,Offline,Social,Medium,Expensive,4.7
45.0,Gen X,Male,59.47,Other,3.0,Bar,Salty,2.36,Low,Beer,Yes,Weekly,556.64,Offline,Celebration,High,No Problems,3.2
22.0,Gen Z,Female,60.46,Retired,3.0,Social Event,Salty,0.97,Low,Spirits,Yes,Weekly,330.87,Both,Celebration,High,Limited Variety,4.3
30.0,Millennial,Male,76.62,Professional,2.0,Restaurant,Sweet,1.89,High,Beer,Maybe,Monthly,1152.12,Online,Social,Low,Location,4.5
50.0,Gen X,Female,66.93,Other,0.0,Social Event,Bitter,2.45,High,Cider,No,Rarely,152.88,Offline,Celebration,Low,Limited Variety,4.9
65.0,Baby Boomer,Male,60.0,Retired,3.0,Restaurant,Bitter,2.42,Medium,Spirits,Yes,Weekly,718.22,Offline,Social,Medium,Limited Variety,3.2
25.0,Millennial,Female,30.39,Retired,1.0,Social Event,Sour,0.97,High,Cocktails,Yes,Monthly,253.98,Both,Celebration,Low,No Problems,5.0
53.0,Gen X,Female,111.24,Other,1.0,Social Event,Neutral,0.7,Medium,Beer,No,Monthly,403.12,Both,Celebration,Medium,Location,4.5
21.0,Gen Z,Female,27.94,Professional,2.0,Bar,Sour,0.8,High,Spirits,Yes,Monthly,346.94,Online,Celebration,Low,Limited Variety,4.0
38.0,Millennial,Female,43.75,Retired,1.0,Bar,Sweet,1.9,Medium,Cocktails,No,Monthly,195.65,Both,Celebration,Medium,Expensive,4.5
52.0,Gen X,Female,16.91,Other,1.0,Restaurant,Sweet,1.95,Low,Wine,Yes,Monthly,99.0,Both,Social,High,Expensive,5.0
31.0,Millennial,Male,60.78,Professional,2.0,Other,Sweet,1.85,Medium,Other,Maybe,Monthly,428.49,Online,Social,Medium,No Problems,3.9
41.0,Gen X,Female,53.02,Other,1.0,Bar,Neutral,1.17,Medium,Cider,No,Monthly,251.23,Offline,Celebration,Medium,Limited Variety,4.5
46.0,Gen X,Male,65.31,Other,3.0,Bar,Salty,0.84,Medium,Cider,Yes,Weekly,740.55,Online,Celebration,Medium,Limited Variety,3.1
45.0,Gen X,Female,15.22,Retired,1.0,Home,Neutral,1.66,Low,Wine,Yes,Monthly,114.69,Offline,Stress Relief,High,Location,4.3
42.0,Gen X,Female,72.26,Professional,1.0,Bar,Sour,1.47,High,Spirits,Yes,Monthly,152.76,Both,Celebration,Low,No Problems,4.0
47.0,Gen X,Female,33.85,Retired,4.0,Other,Salty,1.96,Low,Other,Yes,Weekly,600.02,Offline,Social,High,Location,2.6
33.0,Millennial,Male,47.02,Student,1.0,Home,Salty,1.38,Low,Wine,No,Monthly,103.77,Both,Stress Relief,High,Location,3.6
53.0,Gen X,Male,68.63,Student,3.0,Social Event,Sour,1.18,Medium,Cocktails,Yes,Weekly,869.44,Both,Celebration,Medium,Location,3.9
54.0,Gen X,Female,55.23,Professional,1.0,Social Event,Salty,1.09,Medium,Other,No,Monthly,491.62,Offline,Celebration,Medium,Limited Variety,4.6
61.0,Baby Boomer,Male,56.64,Other,0.0,Home,Bitter,0.92,Medium,Beer,Yes,Rarely,136.19,Both,Stress Relief,Medium,Expensive,5.0
55.0,Gen X,Male,65.98,Retired,3.0,Home,Sour,1.03,Medium,Spirits,No,Weekly,406.18,Offline,Stress Relief,Medium,No Problems,3.5
21.0,Gen Z,Male,58.58,Retired,1.0,Home,Sour,0.69,Medium,Other,No,Monthly,170.78,Both,Stress Relief,Medium,Limited Variety,4.5
41.0,Gen X,Female,43.18,Professional,0.0,Restaurant,Bitter,1.19,Medium,Beer,No,Rarely,160.9,Online,Social,Medium,No Problems,5.0
26.0,Millennial,Female,46.67,Professional,3.0,Other,Neutral,0.57,Medium,Wine,Maybe,Weekly,302.46,Both,Celebration,Medium,Expensive,3.1
48.0,Gen X,Male,54.24,Student,1.0,Other,Neutral,0.87,Low,Cider,Maybe,Monthly,405.9,Online,Daily Habit,High,Expensive,4.6
37.0,Millennial,Male,32.09,Entrepreneur,1.0,Social Event,Neutral,1.99,Medium,Other,Yes,Monthly,313.11,Online,Celebration,Medium,No Problems,4.6
25.0,Millennial,Male,69.92,Professional,4.0,Social Event,Salty,1.15,High,Other,No,Weekly,1297.3,Both,Celebration,Low,Location,3.6
51.0,Gen X,Female,55.77,Entrepreneur,2.0,Social Event,Bitter,1.84,Low,Beer,No,Monthly,260.6,Offline,Celebration,High,Limited Variety,4.2
25.0,Millennial,Female,51.5,Professional,3.0,Bar,Sour,1.93,Medium,Beer,No,Weekly,350.66,Offline,Celebration,Medium,Location,3.7
58.0,Baby Boomer,Male,73.85,Other,2.0,Social Event,Sour,1.66,High,Cider,Yes,Monthly,196.99,Offline,Celebration,Low,Location,3.4
